"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"7677","Native","Native 1",6,"spillover","fp","spillover fp",2,0,462,462,"Unambiguous","Consistent"
"7680","Native","Native 1",1,"spillover","fp","spillover fp",1,0,284,284,"Ambiguous","Consistent"
"7681","Native","Native 1",16,"spillover","fp","spillover fp",4,0,211,211,"Unambiguous","Inconsistent"
"7683","Native","Native 1",13,"spillover","fp","spillover fp",1,0,190,190,"Ambiguous","Consistent"
"7684","Native","Native 1",3,"spillover","fp","spillover fp",3,0,149,149,"Ambiguous","Inconsistent"
"7686","Native","Native 1",10,"spillover","fp","spillover fp",2,0,138,138,"Unambiguous","Consistent"
"7688","Native","Native 1",7,"spillover","fp","spillover fp",3,0,447,447,"Ambiguous","Inconsistent"
"7690","Native","Native 1",20,"spillover","fp","spillover fp",4,0,326,326,"Unambiguous","Inconsistent"
"7691","Native","Native 1",4,"spillover","fp","spillover fp",4,0,323,323,"Unambiguous","Inconsistent"
"7692","Native","Native 1",8,"spillover","fp","spillover fp",4,0,116,116,"Unambiguous","Inconsistent"
"7694","Native","Native 1",15,"spillover","fp","spillover fp",3,0,899,899,"Ambiguous","Inconsistent"
"7696","Native","Native 1",22,"spillover","fp","spillover fp",2,0,164,164,"Unambiguous","Consistent"
"7698","Native","Native 1",19,"spillover","fp","spillover fp",3,0,263,263,"Ambiguous","Inconsistent"
"7701","Native","Native 1",12,"spillover","fp","spillover fp",4,0,396,396,"Unambiguous","Inconsistent"
"7704","Native","Native 1",23,"spillover","fp","spillover fp",3,0,706,706,"Ambiguous","Inconsistent"
"7706","Native","Native 1",17,"spillover","fp","spillover fp",1,0,367,367,"Ambiguous","Consistent"
"7707","Native","Native 1",21,"spillover","fp","spillover fp",1,0,252,252,"Ambiguous","Consistent"
"7711","Native","Native 1",24,"spillover","fp","spillover fp",4,0,229,229,"Unambiguous","Inconsistent"
