"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"24948","Native","Native 1",6,"continuation","tt","continuation tt",2,0,270,270,"Unambiguous","Consistent"
"24951","Native","Native 1",1,"continuation","tt","continuation tt",1,0,132,132,"Ambiguous","Consistent"
"24952","Native","Native 1",16,"continuation","tt","continuation tt",4,0,711,711,"Unambiguous","Inconsistent"
"24954","Native","Native 1",13,"continuation","tt","continuation tt",1,0,311,311,"Ambiguous","Consistent"
"24955","Native","Native 1",3,"continuation","tt","continuation tt",3,0,138,138,"Ambiguous","Inconsistent"
"24957","Native","Native 1",10,"continuation","tt","continuation tt",2,0,989,989,"Unambiguous","Consistent"
"24959","Native","Native 1",7,"continuation","tt","continuation tt",3,0,373,373,"Ambiguous","Inconsistent"
"24961","Native","Native 1",20,"continuation","tt","continuation tt",4,0,732,732,"Unambiguous","Inconsistent"
"24962","Native","Native 1",4,"continuation","tt","continuation tt",4,0,793,793,"Unambiguous","Inconsistent"
"24963","Native","Native 1",8,"continuation","tt","continuation tt",4,0,1496,1496,"Unambiguous","Inconsistent"
"24965","Native","Native 1",15,"continuation","tt","continuation tt",3,0,367,367,"Ambiguous","Inconsistent"
"24967","Native","Native 1",22,"continuation","tt","continuation tt",2,0,655,655,"Unambiguous","Consistent"
"24969","Native","Native 1",19,"continuation","tt","continuation tt",3,0,768,768,"Ambiguous","Inconsistent"
"24972","Native","Native 1",12,"continuation","tt","continuation tt",4,0,564,564,"Unambiguous","Inconsistent"
"24975","Native","Native 1",23,"continuation","tt","continuation tt",3,0,548,548,"Ambiguous","Inconsistent"
"24977","Native","Native 1",17,"continuation","tt","continuation tt",1,0,265,265,"Ambiguous","Consistent"
"24978","Native","Native 1",21,"continuation","tt","continuation tt",1,0,198,198,"Ambiguous","Consistent"
"24982","Native","Native 1",24,"continuation","tt","continuation tt",4,0,913,913,"Unambiguous","Inconsistent"
"24984","Native","Native 1",14,"continuation","tt","continuation tt",2,0,270,270,"Unambiguous","Consistent"
"24985","Native","Native 1",11,"continuation","tt","continuation tt",3,0,321,321,"Ambiguous","Inconsistent"
"24986","Native","Native 1",9,"continuation","tt","continuation tt",1,0,240,240,"Ambiguous","Consistent"
"24990","Native","Native 1",5,"continuation","tt","continuation tt",1,0,174,174,"Ambiguous","Consistent"
"24991","Native","Native 1",2,"continuation","tt","continuation tt",2,0,410,410,"Unambiguous","Consistent"
"24994","Native","Native 1",18,"continuation","tt","continuation tt",2,0,312,312,"Unambiguous","Consistent"
"24999","Native","Native 2",20,"continuation","tt","continuation tt",1,0,361,361,"Ambiguous","Consistent"
"25000","Native","Native 2",5,"continuation","tt","continuation tt",2,0,169,169,"Unambiguous","Consistent"
"25001","Native","Native 2",12,"continuation","tt","continuation tt",1,0,188,188,"Ambiguous","Consistent"
"25002","Native","Native 2",2,"continuation","tt","continuation tt",3,0,773,773,"Ambiguous","Inconsistent"
"25003","Native","Native 2",9,"continuation","tt","continuation tt",2,0,390,390,"Unambiguous","Consistent"
"25007","Native","Native 2",16,"continuation","tt","continuation tt",1,0,817,817,"Ambiguous","Consistent"
"25008","Native","Native 2",1,"continuation","tt","continuation tt",2,0,182,182,"Unambiguous","Consistent"
"25011","Native","Native 2",13,"continuation","tt","continuation tt",2,0,166,166,"Unambiguous","Consistent"
"25012","Native","Native 2",10,"continuation","tt","continuation tt",3,0,1739,1739,"Ambiguous","Inconsistent"
"25017","Native","Native 2",7,"continuation","tt","continuation tt",4,0,609,609,"Unambiguous","Inconsistent"
"25020","Native","Native 2",24,"continuation","tt","continuation tt",1,0,244,244,"Ambiguous","Consistent"
"25023","Native","Native 2",23,"continuation","tt","continuation tt",4,0,987,987,"Unambiguous","Inconsistent"
"25024","Native","Native 2",4,"continuation","tt","continuation tt",1,0,154,154,"Ambiguous","Consistent"
"25027","Native","Native 2",19,"continuation","tt","continuation tt",4,0,565,565,"Unambiguous","Inconsistent"
"25028","Native","Native 2",22,"continuation","tt","continuation tt",3,0,424,424,"Ambiguous","Inconsistent"
"25031","Native","Native 2",8,"continuation","tt","continuation tt",1,0,217,217,"Ambiguous","Consistent"
"25032","Native","Native 2",3,"continuation","tt","continuation tt",4,0,369,369,"Unambiguous","Inconsistent"
"25033","Native","Native 2",17,"continuation","tt","continuation tt",2,0,375,375,"Unambiguous","Consistent"
"25036","Native","Native 2",21,"continuation","tt","continuation tt",2,0,241,241,"Unambiguous","Consistent"
"25037","Native","Native 2",14,"continuation","tt","continuation tt",3,0,320,320,"Ambiguous","Inconsistent"
"25038","Native","Native 2",18,"continuation","tt","continuation tt",3,0,296,296,"Ambiguous","Inconsistent"
"25040","Native","Native 2",6,"continuation","tt","continuation tt",3,0,761,761,"Ambiguous","Inconsistent"
"25042","Native","Native 2",11,"continuation","tt","continuation tt",4,0,148,148,"Unambiguous","Inconsistent"
"25043","Native","Native 2",15,"continuation","tt","continuation tt",4,0,198,198,"Unambiguous","Inconsistent"
"25046","Native","Native 3",18,"continuation","tt","continuation tt",4,0,422,422,"Unambiguous","Inconsistent"
"25049","Native","Native 3",4,"continuation","tt","continuation tt",2,0,192,192,"Unambiguous","Consistent"
"25053","Native","Native 3",15,"continuation","tt","continuation tt",1,0,590,590,"Ambiguous","Consistent"
"25054","Native","Native 3",10,"continuation","tt","continuation tt",4,0,1460,1460,"Unambiguous","Inconsistent"
"25055","Native","Native 3",23,"continuation","tt","continuation tt",1,0,1056,1056,"Ambiguous","Consistent"
"25056","Native","Native 3",17,"continuation","tt","continuation tt",3,0,349,349,"Ambiguous","Inconsistent"
